,type,start_time,end_time
9235,2,77502,77505
9236,1,77521,77523
9237,2,77529,77532
9238,6,77536,77543
9239,9,77552,77562
9240,1,77573,77575
9241,2,77588,77591
9242,1,77592,77594
9243,1,77610,77612
9244,1,77637,77639
9245,1,77640,77642
9246,2,77664,77667
9247,4,77670,77675
9248,5,77677,77683
9249,2,77679,77682
9250,16,77685,77702
9251,1,77693,77695
9252,7,77693,77701
9253,4,77698,77703
9254,4,77708,77713
9255,1,77723,77725
9256,1,77730,77732
9257,10,77734,77745
9258,15,77750,77766
9259,1,77758,77760
9260,3,77762,77766
9261,3,77768,77772
9262,10,77769,77780
9263,1,77772,77774
9264,2,77777,77780
9265,5,77812,77818
9266,5,77820,77826
9267,1,77832,77834
9268,2,77836,77839
9269,3,77840,77844
9270,14,77840,77855
9271,15,77843,77859
9272,1,77844,77846
9273,1,77847,77849
9274,1,77856,77858
9275,13,77865,77879
9276,9,77870,77880
9277,12,77886,77899
9278,20,77897,77918
9279,1,77903,77905
9280,6,77907,77914
9281,3,77925,77929
9282,15,77933,77949
9283,4,77937,77942
9284,3,77944,77948
9285,1,77950,77952
9286,1,77966,77968
9287,1,77969,77971
9288,1,77975,77977
9289,19,77976,77996
9290,3,77983,77987
9291,1,77984,77986
9292,1,77989,77991
9293,13,77992,78006
9294,5,77994,78000
9295,10,78016,78027
9296,19,78017,78037
9297,15,78019,78035
9298,2,78038,78041
9299,1,78060,78062
9300,20,78060,78081
9301,9,78078,78088
9302,5,78101,78107
9303,1,78105,78107
9304,15,78111,78127
9305,13,78113,78127
9306,5,78130,78136
9307,1,78135,78137
9308,2,78137,78140
9309,10,78148,78159
9310,3,78149,78153
9311,8,78207,78216
9312,6,78210,78217
9313,1,78217,78219
9314,2,78218,78221
9315,2,78227,78230
9316,1,78230,78232
9317,4,78239,78244
9318,1,78268,78270
9319,3,78278,78282
9320,6,78283,78290
9321,11,78287,78299
9322,10,78323,78334
9323,16,78334,78351
9324,2,78338,78341
9325,10,78340,78351
9326,1,78347,78349
9327,5,78362,78368
9328,14,78363,78378
9329,2,78364,78367
9330,19,78365,78385
9331,6,78371,78378
9332,2,78383,78386
9333,14,78387,78402
9334,13,78394,78408
9335,7,78394,78402
9336,1,78395,78397
9337,2,78405,78408
9338,8,78413,78422
9339,5,78414,78420
9340,1,78425,78427
9341,3,78430,78434
9342,1,78437,78439
9343,2,78445,78448
9344,6,78479,78486
9345,1,78483,78485
9346,10,78487,78498
9347,1,78490,78492
9348,1,78492,78494
9349,3,78498,78502
9350,1,78508,78510
9351,1,78519,78521
9352,1,78522,78524
9353,13,78524,78538
9354,1,78534,78536
9355,5,78542,78548
9356,2,78562,78565
9357,1,78582,78584
9358,14,78584,78599
9359,14,78593,78608
9360,1,78595,78597
9361,4,78601,78606
9362,12,78606,78619
9363,5,78610,78616
9364,9,78617,78627
9365,1,78617,78619
9366,2,78651,78654
9367,4,78673,78678
9368,17,78674,78692
9369,2,78674,78677
9370,3,78691,78695
9371,1,78721,78723
9372,1,78721,78723
9373,1,78732,78734
9374,1,78735,78737
9375,5,78764,78770
9376,4,78781,78786
9377,3,78787,78791
9378,5,78789,78795
9379,1,78799,78801
9380,1,78806,78808
9381,16,78808,78825
9382,10,78828,78839
9383,3,78866,78870
9384,3,78882,78886
9385,19,78884,78904
9386,3,78898,78902
9387,19,78899,78919
9388,7,78906,78914
9389,5,78908,78914
9390,1,78941,78943
9391,1,78955,78957
9392,3,78958,78962
9393,7,78976,78984
9394,2,78982,78985
9395,17,78995,79013
9396,1,79016,79018
9397,1,79047,79049
9398,2,79048,79051
9399,17,79049,79067
9400,7,79065,79073
9401,3,79081,79085
9402,7,79087,79095
9403,1,79094,79096
9404,9,79099,79109
9405,4,79107,79112
9406,2,79117,79120
9407,1,79119,79121
9408,1,79125,79127
9409,9,79132,79142
9410,7,79133,79141
9411,1,79150,79152
9412,3,79164,79168
9413,5,79197,79203
9414,8,79198,79207
9415,1,79201,79203
9416,2,79208,79211
9417,2,79221,79224
9418,10,79234,79245
9419,10,79235,79246
9420,14,79275,79290
9421,6,79285,79292
9422,6,79285,79292
9423,2,79288,79291
9424,10,79291,79302
9425,3,79316,79320
9426,6,79318,79325
9427,2,79319,79322
9428,1,79330,79332
9429,5,79330,79336
9430,3,79336,79340
9431,6,79340,79347
9432,5,79345,79351
9433,1,79346,79348
9434,1,79347,79349
9435,1,79353,79355
9436,2,79377,79380
9437,1,79396,79398
9438,11,79398,79410
9439,6,79400,79407
9440,1,79402,79404
9441,20,79407,79428
9442,1,79407,79409
9443,7,79424,79432
9444,19,79437,79457
9445,3,79448,79452
9446,6,79471,79478
9447,7,79479,79487
9448,6,79490,79497
9449,3,79490,79494
9450,9,79505,79515
9451,5,79507,79513
9452,5,79507,79513
9453,1,79514,79516
9454,20,79528,79549
9455,7,79532,79540
9456,4,79533,79538
9457,3,79533,79537
9458,6,79533,79540
9459,7,79536,79544
9460,18,79548,79567
9461,20,79549,79570
9462,6,79570,79577
9463,10,79573,79584
9464,1,79592,79594
9465,5,79601,79607
9466,1,79609,79611
9467,2,79614,79617
9468,13,79634,79648
9469,7,79653,79661
9470,1,79657,79659
9471,1,79660,79662
9472,2,79669,79672
9473,2,79684,79687
9474,4,79704,79709
9475,1,79706,79708
9476,2,79720,79723
9477,4,79752,79757
9478,4,79754,79759
9479,6,79759,79766
9480,1,79760,79762
9481,6,79773,79780
9482,11,79778,79790
9483,1,79792,79794
9484,1,79808,79810
9485,1,79816,79818
9486,12,79832,79845
9487,20,79848,79869
9488,10,79849,79860
9489,2,79861,79864
9490,7,79861,79869
9491,2,79869,79872
9492,7,79900,79908
9493,6,79922,79929
9494,11,79927,79939
9495,2,79943,79946
9496,4,79969,79974
9497,4,79974,79979
9498,3,79975,79979
9499,6,79982,79989
9500,2,79987,79990
9501,1,79989,79991
9502,2,80002,80005
9503,5,80025,80031
9504,1,80027,80029
9505,6,80032,80039
9506,4,80038,80043
9507,8,80047,80056
9508,18,80053,80072
9509,18,80061,80080
9510,2,80062,80065
9511,3,80064,80068
9512,18,80070,80089
9513,11,80076,80088
9514,12,80091,80104
9515,1,80092,80094
9516,6,80095,80102
9517,1,80116,80118
9518,1,80135,80137
9519,3,80136,80140
9520,5,80142,80148
9521,5,80142,80148
9522,10,80143,80154
9523,5,80147,80153
9524,2,80180,80183
9525,10,80191,80202
9526,3,80195,80199
9527,2,80208,80211
9528,2,80209,80212
9529,1,80236,80238
9530,3,80243,80247
9531,6,80245,80252
9532,1,80246,80248
9533,1,80246,80248
9534,16,80252,80269
9535,2,80268,80271
9536,7,80271,80279
9537,1,80276,80278
9538,3,80287,80291
9539,1,80292,80294
9540,10,80299,80310
9541,1,80302,80304
9542,1,80310,80312
9543,1,80325,80327
9544,11,80327,80339
9545,1,80328,80330
9546,8,80329,80338
9547,3,80335,80339
9548,12,80363,80376
9549,8,80368,80377
9550,2,80381,80384
9551,4,80389,80394
9552,1,80389,80391
9553,5,80397,80403
9554,1,80399,80401
9555,1,80421,80423
9556,1,80422,80424
9557,1,80424,80426
9558,2,80455,80458
9559,1,80463,80465
9560,2,80475,80478
9561,8,80483,80492
9562,4,80496,80501
9563,19,80503,80523
9564,1,80518,80520
9565,1,80520,80522
9566,1,80521,80523
9567,2,80525,80528
9568,2,80529,80532
9569,2,80533,80536
9570,10,80553,80564
9571,5,80562,80568
9572,4,80580,80585
9573,1,80590,80592
9574,1,80606,80608
9575,2,80615,80618
9576,10,80617,80628
9577,2,80620,80623
9578,14,80628,80643
9579,12,80652,80665
9580,3,80654,80658
9581,1,80656,80658
9582,12,80676,80689
9583,6,80678,80685
9584,8,80680,80689
9585,17,80698,80716
9586,6,80708,80715
9587,1,80724,80726
9588,13,80730,80744
9589,4,80736,80741
9590,7,80743,80751
9591,2,80778,80781
9592,5,80781,80787
9593,2,80784,80787
9594,7,80817,80825
9595,1,80830,80832
9596,5,80856,80862
9597,12,80861,80874
9598,15,80862,80878
9599,8,80869,80878
9600,4,80870,80875
9601,14,80877,80892
9602,13,80879,80893
9603,7,80885,80893
9604,1,80888,80890
9605,4,80895,80900
9606,1,80898,80900
9607,2,80905,80908
9608,15,80909,80925
9609,5,80928,80934
9610,13,80943,80957
9611,6,80950,80957
9612,18,80963,80982
9613,9,80967,80977
9614,1,80967,80969
9615,1,80990,80992
9616,12,80999,81012
9617,1,81004,81006
9618,9,81017,81027
9619,6,81025,81032
9620,7,81044,81052
9621,13,81045,81059
9622,18,81045,81064
9623,1,81062,81064
9624,10,81070,81081
9625,19,81073,81093
9626,5,81073,81079
9627,20,81080,81101
9628,4,81087,81092
9629,3,81108,81112
9630,11,81131,81143
9631,17,81134,81152
9632,7,81136,81144
9633,9,81160,81170
9634,11,81170,81182
9635,14,81174,81189
9636,2,81176,81179
9637,4,81179,81184
9638,4,81193,81198
9639,1,81209,81211
9640,4,81211,81216
9641,14,81214,81229
9642,1,81216,81218
9643,15,81220,81236
9644,3,81222,81226
9645,10,81229,81240
9646,2,81238,81241
9647,3,81239,81243
9648,2,81251,81254
9649,7,81251,81259
9650,1,81255,81257
9651,1,81262,81264
9652,1,81263,81265
9653,1,81263,81265
9654,11,81279,81291
9655,19,81284,81304
9656,10,81300,81311
9657,6,81304,81311
9658,15,81309,81325
9659,2,81337,81340
9660,1,81345,81347
9661,1,81366,81368
9662,11,81371,81383
9663,16,81373,81390
9664,1,81374,81376
9665,1,81394,81396
9666,3,81398,81402
9667,1,81407,81409
9668,9,81423,81433
9669,3,81426,81430
9670,1,81429,81431
9671,5,81430,81436
9672,1,81436,81438
9673,19,81441,81461
9674,3,81446,81450
9675,6,81453,81460
9676,2,81455,81458
9677,1,81459,81461
9678,1,81477,81479
9679,3,81484,81488
9680,1,81502,81504
9681,10,81507,81518
9682,2,81508,81511
9683,4,81510,81515
9684,2,81511,81514
9685,3,81524,81528
9686,5,81525,81531
9687,1,81535,81537
9688,1,81555,81557
9689,1,81555,81557
9690,1,81591,81593
9691,1,81604,81606
9692,1,81611,81613
9693,2,81618,81621
9694,2,81623,81626
9695,19,81625,81645
9696,5,81627,81633
9697,14,81640,81655
9698,1,81643,81645
9699,13,81650,81664
9700,3,81655,81659
9701,1,81663,81665
9702,1,81664,81666
9703,4,81677,81682
9704,3,81687,81691
9705,7,81706,81714
9706,4,81710,81715
9707,1,81742,81744
9708,1,81747,81749
9709,2,81749,81752
9710,5,81750,81756
9711,2,81753,81756
9712,2,81757,81760
9713,9,81764,81774
9714,1,81780,81782
9715,1,81781,81783
9716,2,81785,81788
9717,5,81790,81796
9718,1,81796,81798
9719,3,81821,81825
9720,1,81827,81829
9721,7,81830,81838
9722,2,81832,81835
9723,1,81832,81834
9724,4,81848,81853
9725,1,81857,81859
9726,7,81872,81880
9727,15,81874,81890
9728,1,81893,81895
9729,6,81894,81901
9730,11,81903,81915
9731,7,81905,81913
9732,7,81930,81938
9733,18,81937,81956
9734,4,81939,81944
9735,2,81939,81942
9736,3,81953,81957
9737,8,81955,81964
9738,1,81961,81963
9739,1,81969,81971
9740,7,81978,81986
9741,2,81991,81994
9742,2,81993,81996
9743,1,82001,82003
9744,1,82022,82024
9745,1,82025,82027
9746,3,82027,82031
9747,4,82039,82044
9748,3,82050,82054
9749,5,82057,82063
9750,4,82096,82101
9751,3,82111,82115
9752,6,82135,82142
9753,2,82140,82143
9754,11,82144,82156
9755,6,82159,82166
9756,2,82163,82166
9757,15,82191,82207
9758,2,82192,82195
9759,3,82197,82201
9760,13,82230,82244
9761,1,82230,82232
9762,6,82231,82238
9763,7,82241,82249
9764,5,82262,82268
9765,3,82264,82268
9766,1,82275,82277
9767,2,82295,82298
9768,9,82328,82338
9769,1,82351,82353
9770,4,82365,82370
9771,10,82375,82386
9772,12,82397,82410
9773,1,82398,82400
9774,2,82400,82403
9775,1,82404,82406
9776,2,82408,82411
9777,3,82409,82413
9778,3,82411,82415
9779,1,82413,82415
9780,1,82421,82423
9781,8,82421,82430
9782,5,82425,82431
9783,1,82441,82443
9784,1,82442,82444
9785,2,82447,82450
9786,5,82457,82463
9787,16,82460,82477
9788,1,82469,82471
9789,9,82484,82494
9790,2,82499,82502
9791,15,82500,82516
9792,1,82509,82511
9793,12,82518,82531
9794,14,82550,82565
9795,3,82557,82561
9796,2,82567,82570
9797,4,82579,82584
9798,3,82594,82598
9799,14,82620,82635
9800,9,82630,82640
9801,2,82634,82637
9802,1,82653,82655
9803,1,82657,82659
9804,1,82659,82661
9805,4,82666,82671
9806,3,82667,82671
9807,1,82668,82670
9808,1,82674,82676
9809,1,82675,82677
9810,13,82681,82695
9811,9,82685,82695
9812,10,82693,82704
9813,9,82719,82729
9814,3,82729,82733
9815,2,82731,82734
9816,1,82734,82736
9817,14,82744,82759
9818,6,82745,82752
9819,1,82751,82753
9820,4,82752,82757
9821,2,82757,82760
9822,4,82764,82769
9823,19,82766,82786
9824,4,82776,82781
9825,1,82783,82785
9826,1,82792,82794
9827,15,82795,82811
9828,1,82797,82799
9829,20,82801,82822
9830,1,82820,82822
9831,6,82821,82828
9832,11,82823,82835
9833,5,82827,82833
9834,7,82831,82839
9835,17,82867,82885
9836,6,82873,82880
9837,3,82883,82887
9838,8,82891,82900
9839,5,82911,82917
9840,1,82919,82921
9841,7,82922,82930
9842,2,82924,82927
9843,1,82932,82934
9844,4,82964,82969
9845,16,82966,82983
9846,2,82972,82975
9847,4,82973,82978
9848,4,82979,82984
9849,1,82990,82992
9850,14,82992,83007
9851,2,82997,83000
9852,1,83001,83003
9853,2,83003,83006
9854,1,83013,83015
9855,6,83022,83029
9856,6,83022,83029
9857,9,83030,83040
9858,5,83031,83037
9859,1,83031,83033
9860,1,83035,83037
9861,8,83045,83054
9862,4,83049,83054
9863,10,83058,83069
9864,1,83063,83065
9865,20,83063,83084
9866,1,83068,83070
9867,5,83073,83079
9868,1,83077,83079
9869,6,83083,83090
9870,2,83083,83086
9871,2,83111,83114
9872,1,83117,83119
9873,1,83131,83133
9874,2,83138,83141
9875,16,83152,83169
9876,2,83164,83167
9877,4,83167,83172
9878,1,83170,83172
9879,9,83175,83185
9880,2,83177,83180
9881,3,83204,83208
9882,3,83207,83211
9883,1,83218,83220
9884,1,83232,83234
9885,2,83236,83239
9886,7,83254,83262
9887,3,83265,83269
9888,7,83272,83280
9889,2,83273,83276
9890,1,83275,83277
9891,3,83281,83285
9892,3,83282,83286
9893,18,83306,83325
9894,3,83310,83314
9895,5,83351,83357
9896,1,83351,83353
9897,1,83352,83354
9898,4,83354,83359
9899,1,83355,83357
9900,11,83363,83375
9901,7,83370,83378
9902,1,83374,83376
9903,1,83377,83379
9904,15,83389,83405
9905,1,83397,83399
9906,1,83402,83404
9907,2,83404,83407
9908,1,83411,83413
9909,9,83414,83424
9910,14,83414,83429
9911,13,83415,83429
9912,4,83426,83431
9913,4,83441,83446
9914,15,83463,83479
9915,6,83472,83479
9916,3,83484,83488
9917,9,83504,83514
9918,11,83507,83519
9919,1,83523,83525
9920,1,83536,83538
9921,11,83538,83550
9922,15,83540,83556
9923,7,83573,83581
9924,1,83587,83589
9925,5,83590,83596
9926,6,83596,83603
9927,1,83623,83625
9928,12,83629,83642
9929,11,83631,83643
9930,1,83637,83639
9931,1,83644,83646
9932,1,83645,83647
9933,1,83645,83647
9934,1,83645,83647
9935,1,83651,83653
9936,9,83663,83673
9937,5,83677,83683
9938,2,83686,83689
9939,14,83690,83705
9940,1,83706,83708
9941,1,83711,83713
9942,14,83733,83748
9943,5,83746,83752
9944,1,83748,83750
9945,19,83751,83771
9946,4,83752,83757
9947,10,83754,83765
9948,1,83764,83766
9949,9,83804,83814
9950,5,83812,83818
9951,1,83820,83822
9952,3,83820,83824
9953,1,83831,83833
9954,17,83842,83860
9955,1,83852,83854
9956,20,83870,83891
9957,2,83871,83874
9958,2,83872,83875
9959,11,83875,83887
9960,4,83877,83882
9961,4,83900,83905
9962,3,83902,83906
9963,1,83908,83910
9964,13,83911,83925
9965,16,83911,83928
9966,2,83912,83915
9967,2,83914,83917
9968,9,83917,83927
9969,4,83919,83924
9970,19,83931,83951
9971,2,83944,83947
9972,4,83962,83967
9973,4,83963,83968
9974,18,83983,84002
9975,12,83990,84003
9976,2,83994,83997
9977,6,84000,84007
9978,2,84002,84005
9979,4,84018,84023
9980,3,84027,84031
9981,1,84044,84046
9982,10,84054,84065
9983,19,84054,84074
9984,12,84062,84075
9985,2,84082,84085
9986,2,84091,84094
9987,2,84110,84113
9988,11,84119,84131
9989,4,84123,84128
9990,1,84131,84133
9991,1,84138,84140
9992,1,84174,84176
9993,13,84185,84199
9994,3,84203,84207
9995,19,84209,84229
9996,12,84211,84224
9997,11,84213,84225
9998,10,84215,84226
9999,1,84220,84222
10000,10,84220,84231
10001,16,84220,84237
10002,1,84230,84232
10003,6,84234,84241
10004,2,84263,84266
10005,9,84269,84279
10006,2,84274,84277
10007,4,84275,84280
10008,8,84295,84304
10009,17,84295,84313
10010,18,84298,84317
10011,10,84301,84312
10012,9,84309,84319
10013,1,84321,84323
10014,5,84322,84328
10015,8,84327,84336
10016,4,84331,84336
10017,7,84347,84355
10018,4,84383,84388
10019,6,84385,84392
10020,1,84392,84394
10021,2,84410,84413
10022,20,84413,84434
10023,16,84414,84431
10024,2,84428,84431
10025,13,84432,84446
10026,2,84463,84466
10027,4,84466,84471
10028,2,84467,84470
10029,7,84468,84476
10030,3,84471,84475
10031,4,84473,84478
10032,15,84477,84493
10033,2,84490,84493
10034,15,84517,84533
10035,2,84518,84521
10036,1,84519,84521
10037,7,84536,84544
10038,1,84538,84540
10039,1,84566,84568
10040,9,84581,84591
10041,11,84582,84594
10042,1,84585,84587
10043,2,84587,84590
10044,5,84608,84614
10045,1,84609,84611
10046,7,84614,84622
10047,1,84632,84634
10048,1,84649,84651
10049,2,84675,84678
10050,10,84700,84711
10051,16,84712,84729
10052,1,84727,84729
10053,20,84747,84768
10054,8,84778,84787
10055,1,84781,84783
10056,16,84782,84799
10057,7,84812,84820
10058,14,84826,84841
10059,2,84834,84837
10060,8,84835,84844
10061,1,84841,84843
10062,14,84872,84887
10063,1,84898,84900
10064,2,84898,84901
10065,7,84912,84920
10066,3,84913,84917
10067,5,84915,84921
10068,1,84933,84935
10069,15,84938,84954
10070,1,84940,84942
10071,10,84943,84954
10072,3,84945,84949
10073,14,84978,84993
10074,2,84980,84983
10075,5,84986,84992
10076,1,84988,84990
10077,1,84991,84993
10078,1,85016,85018
10079,8,85027,85036
10080,2,85032,85035
10081,1,85047,85049
10082,1,85050,85052
10083,9,85061,85071
10084,1,85069,85071
10085,3,85071,85075
10086,8,85077,85086
10087,8,85126,85135
10088,20,85136,85157
10089,1,85138,85140
10090,2,85148,85151
10091,20,85168,85189
10092,7,85177,85185
10093,7,85178,85186
10094,9,85190,85200
10095,17,85218,85236
10096,7,85223,85231
10097,4,85228,85233
10098,9,85231,85241
10099,1,85233,85235
10100,14,85243,85258
10101,19,85245,85265
10102,3,85245,85249
10103,1,85251,85253
10104,8,85266,85275
10105,1,85266,85268
10106,1,85269,85271
10107,15,85280,85296
10108,5,85284,85290
10109,2,85291,85294
10110,18,85298,85317
10111,7,85313,85321
10112,14,85313,85328
10113,2,85315,85318
10114,11,85324,85336
10115,3,85329,85333
10116,5,85333,85339
10117,12,85335,85348
10118,8,85336,85345
10119,6,85340,85347
10120,10,85344,85355
10121,18,85365,85384
10122,3,85375,85379
10123,7,85375,85383
10124,1,85376,85378
10125,7,85391,85399
10126,8,85411,85420
10127,7,85416,85424
10128,10,85417,85428
10129,1,85423,85425
10130,4,85468,85473
10131,1,85474,85476
10132,2,85495,85498
10133,3,85508,85512
10134,3,85517,85521
10135,20,85529,85550
10136,1,85534,85536
10137,1,85542,85544
10138,4,85545,85550
10139,4,85545,85550
10140,2,85546,85549
10141,7,85554,85562
10142,2,85584,85587
10143,2,85593,85596
10144,1,85596,85598
10145,3,85596,85600
10146,7,85601,85609
10147,1,85646,85648
10148,3,85655,85659
10149,3,85685,85689
10150,10,85687,85698
10151,4,85687,85692
10152,13,85694,85708
10153,1,85697,85699
10154,3,85700,85704
10155,5,85706,85712
10156,1,85706,85708
10157,1,85707,85709
10158,2,85711,85714
10159,19,85744,85764
10160,1,85751,85753
10161,17,85780,85798
10162,11,85781,85793
10163,2,85787,85790
10164,2,85800,85803
10165,1,85814,85816
10166,14,85816,85831
10167,1,85817,85819
10168,10,85822,85833
10169,1,85825,85827
10170,12,85856,85869
10171,6,85884,85891
10172,1,85899,85901
10173,6,85904,85911
10174,17,85916,85934
10175,1,85938,85940
10176,6,85946,85953
10177,1,85946,85948
10178,8,85952,85961
10179,19,85966,85986
10180,6,85966,85973
10181,2,85969,85972
10182,6,85975,85982
10183,11,86000,86012
10184,7,86010,86018
10185,4,86043,86048
10186,3,86059,86063
10187,20,86060,86081
10188,4,86089,86094
10189,1,86096,86098
10190,1,86098,86100
10191,13,86111,86125
10192,7,86118,86126
10193,4,86135,86140
10194,3,86140,86144
10195,6,86161,86168
10196,1,86176,86178
10197,5,86190,86196
10198,1,86198,86200
10199,20,86212,86233
10200,1,86218,86220
10201,1,86223,86225
10202,6,86248,86255
10203,2,86253,86256
10204,20,86265,86286
10205,3,86266,86270
10206,5,86267,86273
10207,13,86276,86290
10208,5,86291,86297
10209,2,86292,86295
10210,4,86293,86298
10211,2,86306,86309
10212,1,86308,86310
10213,10,86316,86327
10214,2,86324,86327
10215,1,86324,86326
10216,1,86330,86332
10217,4,86340,86345
10218,7,86341,86349
10219,10,86352,86363
10220,1,86354,86356
10221,1,86363,86365
10222,5,86376,86382
10223,2,86376,86379
10224,7,86383,86391
10225,14,86391,86406
10226,1,86396,86398
10227,6,86423,86430
10228,1,86436,86438
10229,6,86458,86465
10230,2,86471,86474
10231,9,86472,86482
10232,9,86472,86482
10233,16,86477,86494
10234,4,86478,86483
10235,16,86503,86520
10236,2,86505,86508
10237,17,86530,86548
10238,13,86546,86560
10239,8,86550,86559
10240,3,86558,86562
10241,1,86573,86575
10242,6,86574,86581
10243,17,86574,86592
10244,2,86577,86580
10245,2,86578,86581
10246,18,86581,86600
10247,5,86595,86601
10248,4,86606,86611
10249,2,86613,86616
10250,12,86616,86629
10251,2,86629,86632
10252,5,86630,86636
10253,3,86634,86638
10254,20,86637,86658
10255,4,86644,86649
10256,6,86646,86653
10257,5,86646,86652
10258,8,86656,86665
10259,1,86670,86672
10260,3,86671,86675
10261,13,86679,86693
10262,14,86687,86702
10263,2,86703,86706
10264,3,86703,86707
10265,9,86743,86753
10266,8,86763,86772
10267,4,86798,86803
10268,15,86832,86848
10269,1,86839,86841
10270,1,86849,86851
10271,10,86873,86884
10272,5,86891,86897
10273,3,86904,86908
10274,2,86912,86915
10275,10,86916,86927
10276,9,86928,86938
10277,4,86930,86935
10278,12,86931,86944
10279,3,86933,86937
10280,7,86934,86942
10281,1,86937,86939
10282,3,86940,86944
10283,2,86942,86945
10284,17,86951,86969
10285,3,86958,86962
10286,1,86958,86960
10287,9,86973,86983
10288,1,86982,86984
10289,2,86988,86991
10290,3,87011,87015
10291,11,87016,87028
10292,10,87025,87036
10293,17,87027,87045
10294,11,87032,87044
10295,17,87036,87054
10296,2,87043,87046
10297,10,87051,87062
10298,1,87056,87058
10299,3,87065,87069
10300,2,87076,87079
10301,2,87076,87079
10302,2,87076,87079
10303,1,87083,87085
10304,1,87086,87088
10305,2,87092,87095
10306,1,87093,87095
10307,6,87099,87106
10308,2,87100,87103
10309,1,87102,87104
10310,15,87105,87121
10311,1,87123,87125
10312,1,87147,87149
10313,2,87149,87152
10314,1,87151,87153
10315,2,87153,87156
10316,1,87180,87182
10317,11,87181,87193
10318,3,87195,87199
10319,1,87199,87201
10320,2,87202,87205
10321,12,87223,87236
10322,1,87225,87227
10323,3,87230,87234
10324,9,87245,87255
10325,14,87259,87274
10326,20,87260,87281
10327,1,87284,87286
10328,5,87291,87297
10329,3,87296,87300
10330,1,87303,87305
10331,4,87304,87309
10332,2,87337,87340
10333,11,87352,87364
10334,1,87378,87380
10335,7,87378,87386
10336,9,87391,87401
10337,1,87396,87398
10338,1,87397,87399
10339,17,87402,87420
10340,3,87412,87416
10341,1,87417,87419
10342,3,87427,87431
10343,1,87444,87446
10344,7,87447,87455
10345,7,87457,87465
10346,5,87460,87466
10347,2,87474,87477
10348,1,87480,87482
10349,5,87488,87494
10350,1,87489,87491
10351,17,87509,87527
10352,4,87538,87543
10353,3,87548,87552
10354,1,87552,87554
10355,1,87553,87555
10356,5,87556,87562
10357,1,87557,87559
10358,2,87564,87567
10359,2,87600,87603
10360,4,87608,87613
10361,1,87615,87617
10362,2,87624,87627
10363,10,87630,87641
10364,3,87632,87636
10365,1,87635,87637
10366,1,87639,87641
10367,5,87659,87665
10368,3,87659,87663
10369,1,87664,87666
10370,2,87668,87671
10371,14,87670,87685
10372,2,87684,87687
10373,2,87690,87693
10374,4,87693,87698
10375,2,87699,87702
10376,5,87699,87705
10377,1,87713,87715
10378,4,87715,87720
10379,19,87719,87739
10380,2,87720,87723
10381,1,87739,87741
10382,1,87748,87750
10383,19,87767,87787
10384,6,87775,87782
10385,1,87779,87781
10386,6,87781,87788
10387,6,87786,87793
10388,7,87798,87806
10389,1,87803,87805
10390,9,87836,87846
10391,1,87853,87855
10392,7,87854,87862
10393,16,87860,87877
10394,2,87861,87864
10395,7,87880,87888
10396,8,87881,87890
10397,5,87882,87888
10398,1,87883,87885
10399,1,87891,87893
10400,14,87895,87910
10401,9,87897,87907
10402,8,87903,87912
10403,1,87917,87919
10404,1,87917,87919
10405,3,87920,87924
10406,7,87923,87931
10407,13,87927,87941
10408,12,87946,87959
10409,2,87959,87962
10410,1,87963,87965
10411,9,87966,87976
10412,5,87967,87973
10413,12,87992,88005
10414,9,88007,88017
10415,2,88016,88019
10416,6,88024,88031
10417,12,88026,88039
10418,4,88029,88034
10419,5,88034,88040
10420,2,88034,88037
10421,1,88035,88037
10422,1,88055,88057
10423,1,88066,88068
10424,1,88092,88094
10425,1,88116,88118
10426,9,88127,88137
10427,13,88134,88148
10428,2,88143,88146
10429,18,88150,88169
10430,1,88155,88157
10431,1,88156,88158
10432,2,88160,88163
10433,1,88165,88167
10434,5,88185,88191
10435,7,88198,88206
10436,5,88198,88204
10437,19,88208,88228
10438,3,88215,88219
10439,5,88220,88226
10440,2,88227,88230
10441,11,88240,88252
10442,19,88245,88265
10443,2,88258,88261
10444,20,88277,88298
10445,9,88282,88292
10446,4,88284,88289
10447,5,88286,88292
10448,1,88292,88294
10449,1,88297,88299
10450,1,88301,88303
10451,11,88305,88317
10452,1,88306,88308
10453,10,88313,88324
10454,1,88338,88340
10455,9,88339,88349
10456,1,88350,88352
10457,1,88356,88358
10458,5,88360,88366
10459,2,88382,88385
10460,4,88390,88395
10461,2,88405,88408
10462,1,88416,88418
10463,17,88439,88457
10464,2,88447,88450
10465,4,88448,88453
10466,4,88460,88465
10467,4,88467,88472
10468,4,88470,88475
10469,3,88476,88480
10470,4,88509,88514
10471,6,88535,88542
10472,5,88545,88551
10473,5,88557,88563
10474,12,88559,88572
10475,5,88564,88570
10476,8,88576,88585
10477,9,88576,88586
10478,5,88579,88585
10479,5,88586,88592
10480,1,88623,88625
10481,5,88654,88660
10482,19,88672,88692
10483,15,88678,88694
10484,1,88685,88687
10485,2,88697,88700
10486,10,88702,88713
10487,3,88707,88711
10488,1,88711,88713
10489,1,88721,88723
10490,6,88735,88742
10491,3,88739,88743
10492,9,88739,88749
10493,11,88745,88757
10494,1,88751,88753
10495,1,88762,88764
10496,1,88767,88769
10497,7,88769,88777
10498,4,88776,88781
10499,2,88779,88782
10500,2,88786,88789
10501,1,88789,88791
10502,1,88790,88792
10503,1,88794,88796
10504,5,88807,88813
10505,17,88813,88831
